bs Cooler magenta,61,67,1
cr Goten teal,61,417,2
lt Launch lime,61,276,3
bh Krillin purple,61,540,4
ad Kami white,61,268,5
th Chaozu purple,62,49,1
pg Goku Black silver,62,10,2
mg King Vegeta pink,62,351,3
lv Bra orange,62,244,4
kg Goten fuchsia,62,305,5
ad Champa silver,63,300,1
ge Super Saiyan 3 Goku turquoise,63,128,2
om King Vegeta white,63,50,3
tl Guru maroon,63,408,4
za Videl blue,63,99,5
lr Beerus magenta,64,347,1
sg Super Saiyan 2 Goku lavender,64,109,2
fi Puar sky blue,64,438,3
dk King Kai teal,64,566,4
sz Android 20 orchid,64,570,5
jm Broly green,65,547,1
ug Android 17 pink,65,436,2
be Bra blue,65,39,3
sn Elder Kai mint green,65,386,4
mc Shenlong violet,65,604,5
bg King Vegeta violet,66,30,1
ro Shenlong plum,66,202,2
lc Goku Black sky blue,66,470,3
in Bulma olive,66,43,4
lu Pilaf turquoise,66,214,5
fi Bra black,67,224,1
br Videl orchid,67,447,2
si Krillin lavender,67,364,3
se Super Saiyan Blue Goku yellow,67,38,4
cf Nappa indigo,67,408,5
ma Android 19 green,68,93,1
np Piccolo cyan,68,480,2
hu Ryuu Shenlong pink,68,490,3
ng Ryuu Shenlong azure,68,140,4
kw Yamcha lavender,68,364,5
ni Elder Kai magenta,69,606,1
cm Uub plum,69,111,2
az Demon King Piccolo purple,69,393,3
uy Android 20 tan,69,173,4
kz Baby white,69,405,5
sb Mr. Popo violet,70,396,1
cd Goku Black mint green,70,136,2
lk Baby lime,70,216,3
lu Ryuu Shenlong azure,70,516,4
ar Mr. Popo magenta,70,500,5
dk Launch fuchsia,71,513,1
kz Broly lavender,71,99,2
ar Vegito azure,71,194,3
ci Ryan Shenlong red,71,44,4
tr Zamasu indigo,71,88,5
fr Krillin pink,72,114,1
vu Android 17 sky blue,72,441,2
ls Goku grey,72,535,3
ug Yamcha plum,72,152,4
cl Grandpa Gohan tan,72,267,5
pk Bra teal,73,532,1
at Uub indigo,73,268,2
pk Oolong ivory,73,571,3
sk Bardock ivory,73,508,4
bd Jaco plum,73,322,5
ec Raditz tan,74,480,1
gh Bulma mint green,74,147,2
vn Zamasu purple,74,276,3
be Vegeta ivory,74,283,4
rs Super Saiyan 2 Goku grey,74,38,5
kw Garlic Jr red,75,331,1
mn Freeza pink,75,266,2
mx Krillin ivory,75,519,3
au Super Saiyan 3 Goku indigo,75,352,4
no Oolong grey,75,95,5
lb Cooler magenta,76,390,1
dj Krillin silver,76,222,2
ch Goku orchid,76,456,3
gd Krillin blue,76,234,4
ph Nail lime,76,506,5
la Champa gold,77,42,1
us Goku Black red,77,567,2
zm Zamasu orchid,77,151,3
fj Hit black,77,461,4
sa Champa teal,77,80,5
cl Beerus olive,78,481,1
ie Launch purple,78,575,2
kp Ryuu Shenlong azure,78,476,3
nr Super Saiyan Trunks tan,78,470,4
gq Super Saiyan 2 Vegeta yellow,78,92,5
ml Su Shenlong azure,79,168,1
st Super Saiyan 2 Vegeta plum,79,357,2
ly Demon King Piccolo grey,79,510,3
ie Goten olive,79,323,4
qa Super Saiyan 2 Goku pink,79,70,5
li Gogeta gold,80,113,1
az Gohan pink,80,360,2
hr Uh Shenlong tan,80,171,3
py Super Saiyan 3 Goku blue,80,587,4
gm Gohan indigo,80,341,5
id Android 16 sky blue,81,383,1
mv Zamasu grey,81,209,2
tz Mr. Satan purple,81,19,3
ne Baby blue,81,262,4
cn Goku Black gold,81,553,5
za Vados teal,82,173,1
sc Su Shenlong orchid,82,243,2
au Gohan plum,82,238,3
kh Gohan olive,82,418,4
to Uub magenta,82,80,5
li Whis salmon,83,39,1
li Jaco red,83,415,2
lk Goku blue,83,402,3
bo Future Trunks maroon,83,389,4
pe Vegito blue,83,18,5
tn Broly turquoise,84,243,1
pk Krillin tan,84,154,2
ma Super Saiyan Blue Vegeta white,84,303,3
py Captain Ginyu indigo,84,56,4
ba Piccolo tan,84,518,5
no Krillin salmon,85,159,1
ua Captain Ginyu green,85,447,2
in Yajirobe violet,85,384,3
er Majin Buu mint green,85,601,4
fi Su Shenlong fuchsia,85,517,5
to Uub gold,86,80,1
rs Goku Black salmon,86,61,2
pk Super Saiyan Blue Vegeta pink,86,371,3
so Beerus purple,86,156,4
za Videl violet,86,490,5
lt Jaco pink,87,252,1
ag Su Shenlong lime,87,573,2
sv Goku teal,87,448,3
mv Android 19 white,87,454,4
ag Yajirobe blue,87,495,5
sb Gohan red,88,555,1
co Goku mint green,88,322,2
ie Supreme Kai cyan,88,540,3
pw Captain Ginyu azure,88,336,4
ye Super Saiyan 2 Vegeta tan,88,130,5
bn Ryan Shenlong gold,89,188,1
gd Super Saiyan 3 Goku lime,89,215,2
us Kami red,89,225,3
sc Pan black,89,306,4
bt Broly orchid,89,274,5
lv Zarbon mint green,90,602,1
ls Beerus ivory,90,184,2
lk Captain Ginyu green,90,434,3
kz Super Saiyan 2 Gohan ivory,90,388,4
za Launch maroon,90,482,5
kh Dr. Gero olive,91,465,1
cg Mr. Satan sky blue,91,307,2
py Kami lavender,91,80,3
sm Goku blue,91,311,4
ke Chi-Chi yellow,91,451,5
so Super Saiyan 2 Goku azure,92,202,1
cz Ryan Shenlong violet,92,260,2
mu Chi Shenlong ivory,92,79,3
my Caulifla orange,92,164,4
tv Tien purple,92,349,5
bh Garlic Jr magenta,93,377,1
mr Shenron white,93,505,2
ma Ryan Shenlong salmon,93,576,3
il Super Saiyan Blue Vegeta orange,93,32,4
pg Beerus azure,93,291,5
lv Android 18 tan,94,235,1
ht Kami maroon,94,397,2
kg Uub turquoise,94,580,3
so Super Saiyan Blue Vegeta plum,94,517,4
mt Vegito gold,94,265,5
ki Ryan Shenlong maroon,95,50,1
om Champa red,95,198,2
nr Su Shenlong white,95,201,3
pw Guru cyan,95,275,4
qa Elder Kai silver,95,462,5
ki Broly sky blue,96,128,1
ec Nappa yellow,96,221,2
ke Super Saiyan Goku gold,96,137,3
ye Majin Buu azure,96,588,4
hr Pan tan,96,238,5
np Vegeta olive,97,297,1
me Nappa blue,97,541,2
it Yajirobe turquoise,97,116,3
lt Oolong cyan,97,214,4
la Uub orange,97,77,5
vn Grandpa Gohan lavender,98,301,1
cz Krillin magenta,98,221,2
km Demon King Piccolo magenta,98,309,3
au King Kai salmon,98,496,4
tj Li Shenlong white,98,300,5
lb Super Saiyan 2 Goku purple,99,319,1
my Super Saiyan 2 Vegeta purple,99,570,2
cd Nappa tan,99,275,3
hu Nail orchid,99,405,4
sg Yamcha blue,99,133,5
de Dr. Gero ivory,100,346,1
fm Yajirobe sky blue,100,571,2
so Android 18 tan,100,283,3
fm Majin Vegeta yellow,100,471,4
uy Ryan Shenlong red,100,295,5
id Champa silver,101,501,1
pk Super Saiyan Trunks purple,101,175,2
kg Yamcha lavender,101,502,3
bn Gohan cyan,101,493,4
mc Mr. Satan turquoise,101,148,5
hu Android 16 plum,102,518,1
vu Freeza blue,102,160,2
es Android 19 yellow,102,579,3
hn Krillin lime,102,447,4
sd Chaozu olive,102,422,5
sz Piccolo salmon,103,35,1
pl Su Shenlong tan,103,418,2
li Pilaf gold,103,382,3
kn Raditz purple,103,62,4
dm Super Saiyan 2 Gohan orange,103,46,5
lk Cell red,104,318,1
lr Android 20 cyan,104,178,2
cm Majin Vegeta maroon,104,23,3
my Ryuu Shenlong yellow,104,283,4
hu Super Saiyan 2 Gohan cyan,104,525,5
cg Gogeta fuchsia,105,332,1
sn Mystic Gohan azure,105,387,2
bz Champa green,105,297,3
bg Gohan cyan,105,448,4
tm Caulifla lavender,105,77,5
gt Vegito magenta,106,129,1
mm Pilaf olive,106,238,2
dz Cooler violet,106,414,3
bg Shenlong plum,106,549,4
uz King Vegeta azure,106,41,5
ss Videl lavender,107,362,1
mv Shenlong pink,107,192,2
fj Whis teal,107,72,3
ir Vegeta orange,107,594,4
ke Nappa plum,107,254,5
ua Zarbon green,108,308,1
kn Kami fuchsia,108,530,2
sa Dr. Gero salmon,108,445,3
et Guru ivory,108,43,4
gh Uh Shenlong maroon,108,281,5
tz Gohan salmon,109,555,1
bn Super Saiyan Goten indigo,109,118,2
gt Bulma maroon,109,48,3
ls Super Saiyan Goten magenta,109,35,4
sg Android 17 maroon,109,606,5
co Android 17 plum,110,455,1
gm Videl teal,110,539,2
vc Super Saiyan 2 Gohan orchid,110,116,3
sb Freeza red,110,67,4
kp Android 18 yellow,110,545,5
kh King Cold blue,111,168,1
jp Android 17 maroon,111,400,2
cl Android 17 sky blue,111,421,3
pe Grandpa Gohan green,111,160,4
hn Elder Kai pink,111,583,5
fi Cell yellow,112,603,1
bn Yajirobe olive,112,357,2
mm Krillin mint green,112,449,3
pe Pan gold,112,608,4
tm Tien blue,112,529,5
na Launch indigo,113,509,1
sd Li Shenlong purple,113,51,2
pw Uub pink,113,162,3
af King Kai maroon,113,305,4
ni Super Saiyan 3 Goku salmon,113,121,5
ag Ryuu Shenlong black,114,175,1
li Vados sky blue,114,288,2
tg Piccolo plum,114,191,3
am Super Saiyan Vegeta red,114,391,4
li Super Saiyan 3 Goku salmon,114,269,5
es Vados gold,115,549,1
uy Freeza mint green,115,180,2
fi Goku Black maroon,115,103,3
tn Bardock purple,115,532,4
jp Vados black,115,255,5
td Bardock black,116,109,1
ee Beerus sky blue,116,422,2
uy King Cold cyan,116,30,3
pa Jaco cyan,116,326,4
tt Jaco pink,116,405,5
in Launch ivory,117,205,1
ve Super Saiyan 2 Vegeta azure,117,550,2
co Cooler mint green,117,552,3
de Oolong plum,117,576,4
mv Oolong tan,117,478,5
gn Mr. Popo olive,118,159,1
sy King Cold olive,118,101,2
fi Dr. Gero blue,118,253,3
bw Vados plum,118,238,4
pw Garlic Jr yellow,118,346,5
tm King Kai olive,119,45,1
py Vados purple,119,390,2
se Bra maroon,119,342,3
sz King Cold mint green,119,179,4
cn Goten pink,119,186,5
sm Vados white,120,311,1
al Zarbon purple,120,83,2
bi Whis lime,120,289,3
gt Supreme Kai orange,120,232,4
ke Su Shenlong maroon,120,433,5
vc Super Saiyan Goten white,121,238,1
ad Li Shenlong violet,121,544,2
dj Goten teal,121,336,3
kg Super Saiyan Vegeta gold,121,506,4
gd Chaozu azure,121,246,5
sy Zamasu red,122,477,1
gm Super Saiyan Blue Goku plum,122,316,2
ht Android 17 ivory,122,531,3
mr Baba gold,122,409,4
ls Vegito green,122,21,5
tz King Cold indigo,123,173,1
tg Gogeta red,123,150,2
ws Su Shenlong violet,123,138,3
be Pan plum,123,506,4
kp Nail violet,123,480,5
kw Whis yellow,124,457,1
ly Grandpa Gohan gold,124,20,2
pw Bardock red,124,219,3
uz Super Saiyan Trunks cyan,124,175,4
ws San Shenlong blue,124,203,5
bz Nail red,125,420,1
lk Hit ivory,125,39,2
iq Beerus cyan,125,235,3
by Zamasu tan,125,82,4
ad Vados lime,125,340,5
gn Gohan cyan,126,374,1
cz Garlic Jr blue,126,511,2
il Goku Black red,126,519,3
id Android 17 azure,126,580,4
gm Shenlong mint green,126,508,5
lt King Kai black,127,40,1
cg Mystic Gohan plum,127,39,2
ws Android 18 maroon,127,603,3
us Captain Ginyu yellow,127,331,4
rs Super Saiyan 2 Gohan lime,127,201,5
kp Super Saiyan 2 Gohan white,128,78,1
sv Elder Kai olive,128,180,2
mg Puar black,128,604,3
ad Android 18 silver,128,308,4
bb King Kai gold,128,162,5
bw Kid Trunks lavender,129,36,1
pt Nail red,129,601,2
tz Kid Trunks pink,129,442,3
fr Shenlong silver,129,449,4
tj Chi-Chi silver,129,599,5
cu Ryan Shenlong gold,130,546,1
pt Mr. Popo yellow,130,587,2
tm Chaozu tan,130,505,3
mk Super Saiyan Goku mint green,130,50,4
er Kid Trunks salmon,130,274,5
kh Dende salmon,131,80,1
li Zarbon magenta,131,466,2
ar Chi-Chi lavender,131,411,3
pl Puar blue,131,501,4
mn Li Shenlong fuchsia,131,309,5
vc Chaozu white,132,465,1
ga Elder Kai maroon,132,300,2
si Super Saiyan Blue Goku purple,132,472,3
bo Super Saiyan Goku azure,132,533,4
cd Uub silver,132,100,5
mm Ryan Shenlong orchid,133,191,1
vu Goku lime,133,165,2
qa Vados grey,133,222,3
de San Shenlong violet,133,421,4
sl Caulifla grey,133,516,5
bg Li Shenlong lime,134,218,1
eg Majin Buu sky blue,134,332,2
dj Super Saiyan Goten plum,134,349,3
gn Chaozu blue,134,429,4
gm Kami maroon,134,389,5
bg Nappa green,135,449,1
iq Dende plum,135,102,2
sl Krillin yellow,135,450,3
bs Uub yellow,135,158,4
cf Li Shenlong pink,135,194,5
kz Li Shenlong turquoise,136,180,1
fr Dr. Gero grey,136,304,2
il Videl grey,136,73,3
pe Shenlong grey,136,397,4
cm Dende ivory,136,233,5
kh Baby black,137,413,1
gd Super Saiyan Vegeta silver,137,550,2
mc Nail turquoise,137,30,3
by Future Trunks salmon,137,101,4
vc Vados violet,137,367,5
cu Chi Shenlong purple,138,535,1
td Launch green,138,416,2
ml Zarbon teal,138,471,3
bt Super Saiyan Vegeta gold,138,586,4
bd Android 18 teal,138,581,5
to Cooler tan,139,256,1
il Oolong sky blue,139,498,2
gt Piccolo grey,139,176,3
ve Android 19 pink,139,39,4
hr Pilaf yellow,139,102,5
ni Vegito violet,140,390,1
ug Majin Vegeta red,140,234,2
pt Goku Black fuchsia,140,521,3
vn Cell fuchsia,140,317,4
ci Super Saiyan Vegeta gold,140,401,5
rw Chi-Chi salmon,141,533,1
lk Goku Black pink,141,85,2
kw Pan lime,141,162,3
co Baba indigo,141,114,4
jo Yajirobe red,141,392,5
bf King Kai maroon,142,320,1
mx Launch magenta,142,217,2
pa Krillin azure,142,154,3
af Vegeta lime,142,98,4
tg Yajirobe white,142,371,5
ua Nail mint green,143,458,1
np Jaco green,143,496,2
ru Mr. Satan yellow,143,432,3
za Super Saiyan Trunks salmon,143,437,4
pl Zamasu fuchsia,143,299,5
gn Yajirobe turquoise,144,304,1
fr Zarbon green,144,36,2
cy Zamasu tan,144,289,3
ht Gohan teal,144,79,4
ae Vados teal,144,287,5
lr Elder Kai red,145,409,1
ng Whis red,145,457,2
so Chi-Chi pink,145,28,3
pa Super Saiyan Blue Goku lavender,145,205,4
bw Freeza lavender,145,227,5
es Chi-Chi orchid,146,319,1
nz Mystic Gohan salmon,146,194,2
cg Super Saiyan Goku magenta,146,511,3
bb Bra sky blue,146,51,4
in Vegito grey,146,292,5
mx Super Saiyan 3 Goku sky blue,147,111,1
ht Elder Kai salmon,147,239,2
pk Super Saiyan 2 Goku plum,147,520,3
gm Android 20 grey,147,119,4
hn San Shenlong silver,147,536,5
za Goku ivory,148,131,1
vc Bardock silver,148,425,2
ly Uub orange,148,179,3
vu Android 18 grey,148,282,4
jp Jaco sky blue,148,72,5
rs Yamcha magenta,149,375,1
by Super Saiyan Blue Vegeta yellow,149,397,2
hn Super Saiyan Blue Vegeta yellow,149,455,3
ua Super Saiyan 2 Vegeta tan,149,16,4
sg Bra teal,149,328,5
om Raditz mint green,150,385,1
gw Future Trunks pink,150,443,2
sm Super Saiyan 2 Gohan pink,150,31,3
lc Launch cyan,150,118,4
ge Chaozu pink,150,536,5
de Elder Kai magenta,151,94,1
in Gogeta grey,151,493,2
br Super Saiyan 2 Vegeta indigo,151,510,3
cd Super Saiyan 2 Gohan lavender,151,328,4
ne Krillin maroon,151,164,5
ao Oolong ivory,152,89,1
mh Super Saiyan Trunks cyan,152,116,2
ae Tien sky blue,152,200,3
ae King Kai orchid,152,512,4
gr Goku azure,152,195,5
tv Whis green,153,419,1
af Dende tan,153,566,2
mm Videl turquoise,153,136,3
pt Pan magenta,153,332,4
cf Mr. Satan turquoise,153,194,5
lc Future Trunks gold,154,376,1
sz Shenlong ivory,154,305,2
gr Mystic Gohan tan,154,597,3
to Super Saiyan 2 Vegeta grey,154,498,4
tv Freeza orange,154,563,5
fm Nappa olive,155,194,1
tj Baby violet,155,392,2
jp Captain Ginyu salmon,155,365,3
tg Guru plum,155,371,4
lu Shenlong turquoise,155,527,5
vn Android 20 yellow,156,262,1
bh Gogeta silver,156,313,2
ir Vegeta red,156,351,3
es Vegeta magenta,156,492,4
mz Baba ivory,156,534,5
km Su Shenlong purple,157,25,1
bg Bulma tan,157,312,2
bn Pilaf grey,157,561,3
kz Majin Buu salmon,157,263,4
uz Cooler plum,157,468,5
jm Android 16 ivory,158,542,1
ni Bardock lavender,158,429,2
sm Android 17 sky blue,158,50,3
mk Uub white,158,30,4
do Raditz maroon,158,359,5
ir Demon King Piccolo silver,159,291,1
mk Supreme Kai fuchsia,159,479,2
jm Goten mint green,159,541,3
th Dr. Gero teal,159,61,4
st Kami maroon,159,98,5
bh Chaozu violet,160,91,1
ve Videl ivory,160,487,2
lt King Cold purple,160,211,3
mh Android 17 teal,160,168,4
si Zarbon lime,160,235,5
tn Majin Vegeta tan,161,175,1
us Elder Kai orange,161,468,2
py Android 18 purple,161,358,3
pw Cell purple,161,431,4
ru Raditz lime,161,206,5
ly Android 18 mint green,162,351,1
so Puar sky blue,162,94,2
lb Super Saiyan 2 Goku mint green,162,310,3
ee Zarbon indigo,162,462,4
bb Kami tan,162,115,5
fj Android 19 cyan,163,592,1
al Majin Vegeta green,163,17,2
jp Whis turquoise,163,249,3
pk Champa turquoise,163,155,4
al Freeza magenta,163,325,5
jm Future Trunks lime,164,279,1
nl Whis white,164,248,2
co Super Saiyan Blue Vegeta lime,164,407,3
mk Krillin fuchsia,164,603,4
rw Garlic Jr azure,164,45,5
lk Supreme Kai maroon,165,143,1
md Android 16 plum,165,607,2
