505,Portuguese ARS DE5,2011
506,Italian BYN OH3,1903
507,Hindi FKP HI3,1982
508,Thai SEK NJ10,1926
509,Japanese EUR ME6,1999
510,Swedish DOP NY1,1994
511,French CLP MD9,1993
512,German LRD WA7,2002
513,German CLF NE4,1919
514,Arabic XSU MA5,1993
515,French RUB AK6,2014
516,Tagalog KHR PA7,1908
517,Swedish STN CA8,1975
518,Hakka EUR MD9,1914
519,Hindi RWF UT4,1999
520,Romanian ANG OH1,1950
521,Zulu GBP NC5,1934
522,Telugu CLF MA8,1964
523,German ZAR OH9,1987
524,Nepali VND ID6,1970
525,Javanese XAF NJ3,1923
526,Nepali XAF SC6,1953
527,Hakka MAD MT5,1923
528,Telugu SAR IN2,1963
529,Zulu USD WA10,1902
530,Romanian IQD OR9,1945
531,Javanese AWG GA10,1979
532,Japanese AOA VA4,1941
533,Dutch EUR IL10,1997
534,Japanese XCD MN3,1914
535,Arabic USD MD9,1995
536,Japanese AUD TN10,2015
537,Hakka UZS ME8,1929
538,Kazakh USD PA3,1949
539,Italian GNF OR6,1924
540,Hindi EUR SC2,1944
541,German DKK TN6,1996
542,Telugu NPR MT8,2005
543,Dutch DKK WV9,2008
544,Romanian EUR SC10,1978
545,Javanese SOS NY1,2004
546,French XOF AR8,2004
547,Zulu XOF HI3,1971
548,Hindi XCD TX5,1994
549,English RON NH9,1922
550,Hakka MAD MI4,1988
551,Thai SZL CA3,1991
552,Javanese ZAR WA8,1935
553,Hindi FJD ID1,1900
554,Zulu XAF ND4,2003
555,Hakka RUB NV6,1947
556,Japanese BOB NE9,1975
557,Kazakh GBP ID8,1997
558,Telugu GBP OK3,1951
559,Marathi EUR WI8,1910
560,German USD NY1,1975
561,Tagalog UYI HI7,1976
562,Dutch CUC MO7,1935
563,Italian BIF NE2,1997
564,Swedish CLP ME1,1947
565,Russian AZN MN3,2008
566,French BND ND2,1952
567,French SLL AL3,2010
568,Zulu LBP CA2,1951
569,Javanese XPF HI8,1923
570,Kazakh YER ID7,2021
571,Hakka KHR SC6,2001
572,Hindi YER SD5,1952
573,French EUR NH8,1977
574,Marathi RUB AK3,1929
575,Thai BWP AK6,1914
576,Nepali EUR WV10,1937
577,Swedish ZAR VT7,1974
578,Russian NZD MO3,1970
579,Kazakh GHS IA6,1973
580,Dutch LYD MS8,1997
581,Thai MZN IA6,1973
582,Javanese CDF NJ1,1973
583,Hindi MXN MN4,1920
584,Dutch EUR AR10,2004
585,Italian TTD NV7,1954
586,English BTN MO6,1977
587,Tagalog PYG OR5,2003
588,Italian BAM SC1,1954
589,English PEN AL6,1987
590,Italian PHP OK2,1971
591,Javanese USD IL7,1908
592,Kazakh GBP WY2,1948
593,Arabic LKR ND2,1929
594,Swedish ZAR NM4,2006
595,German EUR SC7,1953
596,Japanese NZD MD1,1975
597,French USD MA8,1926
598,Javanese HTG TN5,1957
599,Romanian JMD CT6,1969
600,German AMD OR4,2012
601,Arabic USD CT7,1958
602,Arabic RWF NY5,1959
603,Portuguese MXV MD8,1903
604,French SHP CA6,1963
605,Hindi HTG OH10,2012
606,Kazakh XAF WV10,1987
607,Romanian UGX AR3,1925
608,German CDF TN6,1966
609,Swedish MDL KS4,1951
610,Marathi KPW WI4,1968
611,Japanese EUR SC7,1952
612,Romanian IRR ND6,2005
613,Russian LRD NY1,1997
614,Portuguese GYD ND2,2011
615,Marathi MVR MD8,1946
616,Kazakh DJF PA3,1993
617,Italian NOK NM4,1903
618,Swedish JOD ME10,1967
619,Nepali TZS MD5,1959
620,Telugu UGX NV9,1965
621,French GBP OH6,1909
622,Swedish LSL DE7,1919
623,Kazakh ALL AK4,1922
624,Italian TOP AZ6,1900
625,Portuguese NGN CA4,1952
626,Portuguese PYG MN7,1947
627,German ERN WY1,1978
628,Italian MVR IL2,1951
629,Marathi EUR IN7,1928
630,Swedish CUC NC6,2019
631,Telugu EUR AK2,2006
632,Kazakh EUR NY10,1921
633,Thai XCD MS3,1965
634,Thai XPF UT3,1999
635,Thai USD TN2,2022
636,German MWK NH3,1990
637,Romanian JOD IA5,1924
638,Arabic KWD MS1,1994
639,French NGN KS8,1995
640,Telugu EUR LA3,1916
641,Javanese SYP MN4,2010
642,Swedish BIF MA9,1953
643,Arabic MUR HI4,1908
644,Hindi MZN DE3,2010
645,Javanese USD KY4,1908
646,Dutch BYN TN1,2003
647,Dutch EUR AR8,1990
648,Javanese XSU OR5,1973
649,Thai USD GA9,1983
650,Hakka SLL NC8,1976
651,French EUR OK6,1985
652,Zulu PLN NM1,2005
653,Telugu ZAR ID2,1983
654,English XAF ME4,1962
655,Italian NAD TX2,1933
656,Dutch EUR WV4,1927
657,Nepali PLN UT4,2021
658,Zulu MVR MD4,1982
659,Romanian NZD NH9,1976
660,Italian EUR OH10,1970
661,French VES NE10,1973
662,Swedish EUR NE7,1972
663,Arabic SOS ID9,1970
664,Portuguese USD HI6,1998
665,Javanese MAD NM4,2005
666,Russian MOP WA5,1950
667,Marathi XSU AZ2,1981
668,Zulu XAF KY4,1955
669,Japanese SOS MO7,1999
670,Portuguese CVE NH1,1941
671,Korean ERN CO9,1911
672,German XOF CT6,1929
673,Javanese XDR WI3,1995
674,Korean EUR HI8,2010
675,French NZD CA2,1912
676,French EUR VA3,1976
677,Tagalog BSD MT3,1968
678,Italian MWK UT7,2014
679,Nepali SRD IL4,1940
680,Marathi XOF ID10,1975
681,Javanese NAD AR4,1929
682,Thai UYU FL6,1985
683,Zulu NAD KY10,1936
684,Japanese BGN HI10,1903
685,Russian CLP WV4,1963
686,Portuguese EUR HI2,1929
687,German RUB VT9,1955
688,French EUR WA1,1907
689,Kazakh XCD AZ7,1941
690,Italian USD NM2,1948
691,German LBP NC3,1950
692,Kazakh EUR ND4,1932
693,Tagalog EUR NH4,1986
694,Nepali TND NC5,1927
695,Hindi ZAR WY5,1942
696,Zulu EUR WI9,1957
697,Hakka LRD RI9,2013
698,Korean EUR TX9,1975
699,Swedish EUR WY4,1984
700,Thai LKR FL2,1904
701,French ZAR IN4,1951
702,English COP IL2,2019
703,Russian LRD AZ10,2005
704,Nepali MKD AK3,1989
705,Javanese USD MA5,1996
706,Hindi EUR LA7,1997
707,Hindi USD TX9,1956
708,German DZD NM6,1905
709,Hakka XCD FL5,2013
710,Javanese IDR NY8,1908
711,Zulu XAF IL9,1981
712,Tagalog MWK MN9,1943
713,French GBP KY10,1946
714,Portuguese GBP FL8,1928
715,Tagalog XOF AR8,1938
716,Portuguese CDF MO8,1949
717,German AMD AR5,2015
718,Tagalog SSP NJ1,2010
719,Kazakh NZD NJ2,1902
720,Kazakh BDT NM7,2014
721,Japanese EUR SD5,1944
722,Swedish XCD TX1,2000
723,Tagalog TND MI9,1914
724,Arabic BDT CO6,1990
725,Romanian SVC WV6,1991
726,Japanese BHD CA4,1969
727,Javanese XAF WY3,1981
728,Arabic XCD NH1,1916
729,Arabic EUR AK1,1924
730,Italian RWF OK4,1906
731,Telugu IDR NV6,1960
732,Japanese INR IL3,1909
733,Dutch GEL AR3,1979
734,Dutch EUR AR4,1977
735,Kazakh JMD VT5,1972
736,Dutch MXV MN10,1978
737,Russian FKP OR1,1997
738,Dutch EUR AL1,2006
739,Swedish ALL WY5,1980
740,Tagalog EUR SC7,1990
741,Nepali CRC NC10,2006
742,Russian USD FL10,2016
743,Javanese BTN IN9,2013
744,German EUR NJ3,2020
745,Korean EUR MN8,1958
746,Tagalog COU IA7,1912
747,Hakka USD MA2,1935
748,Dutch CVE IL1,2005
749,Zulu FKP IN2,1948
750,Russian DOP OK7,1906
751,Hakka XCD MA5,2015
752,Telugu XOF WA5,1961
753,Italian XOF GA10,1902
754,Zulu HUF NC4,1945
755,French ARS VT9,2016
756,Hakka ZAR WI10,1965
757,Marathi PGK WY10,1910
758,French NAD IA2,1914
759,Arabic AUD NC10,1952
760,Portuguese AUD NC2,1938
761,German IQD WI7,1938
762,Nepali MMK SD4,1945
763,Portuguese LYD FL1,1966
764,Hindi LKR LA5,1928
765,English EUR MN8,2008
766,Hindi MXN MD2,1962
767,Korean VES IA9,1919
768,Tagalog CLF MA9,2022
769,Korean AED IA1,2008
770,Swedish GBP SD2,1962
771,Tagalog BSD VA7,1946
772,German KES AZ8,1985
773,English LSL NC10,1913
774,Swedish SVC AL10,1930
775,Romanian HRK ND8,1984
776,Tagalog ILS OR10,1927
777,English UAH MO8,2000
778,Arabic GTQ OK3,1983
779,Zulu EUR ND6,1962
780,Thai UAH VT3,1917
781,Dutch USD MN7,1934
782,Kazakh BIF NE5,1938
783,Russian PYG WI2,1950
784,Romanian EUR NC2,1926
785,German XOF WV10,1966
786,Nepali DKK MN10,1954
787,Portuguese ILS TN9,1952
788,Romanian GBP WV2,2002
789,Javanese EUR CO8,1972
790,Tagalog BMD OH6,1983
791,Thai NZD WA3,1955
792,Marathi KRW AK7,1940
793,Hindi MWK UT3,1918
794,Hindi MRU WY5,1918
795,Swedish ZAR WV6,1949
796,Russian HKD NC4,1985
797,Italian EUR OH1,2012
798,Javanese MVR WI1,1917
799,Tagalog MAD OH6,1918
800,Swedish NGN VT4,1968
801,Thai BIF NJ9,1986
802,Telugu UZS NE6,1922
803,Italian MOP AZ7,1981
804,Tagalog EUR GA8,2003
805,Arabic XCD CT6,1983
806,Swedish XUA IN10,1997
807,Thai XAF OK5,1997
808,German USD OR2,1995
809,English PYG CO9,1945
810,Hakka NZD OR6,1944
811,Italian USD MD9,1943
812,Marathi ISK NM10,1989
813,Arabic LYD MI6,1906
814,German USD NE1,1916
815,Italian GNF TN7,1983
816,Japanese AOA TN8,1921
817,Javanese ALL AK3,1992
818,Javanese UGX ND6,2006
819,French SYP CA2,1910
820,Japanese MNT VA8,1915
821,German EUR GA7,1975
822,Korean ZAR NE6,1910
823,Marathi MUR MI10,1990
824,Swedish KPW NC3,1914
825,Thai DJF NC2,1937
826,Hakka BTN WA9,1960
827,Romanian TTD SD1,1902
828,English COP CT10,1958
829,German EUR PA4,1991
830,Nepali BIF RI7,1939
831,Zulu USD NJ10,2022
832,Russian EGP PA5,2013
833,Zulu MXN MA4,1985
834,Hindi SBD ID4,1918
835,Javanese ANG KS5,1951
836,Portuguese BTN OR7,1901
837,German NZD UT4,1996
838,German USD VT8,1967
839,Romanian CDF MD4,1960
840,Telugu UZS NH4,1966
841,German ZAR ND4,1918
842,Japanese NOK NJ5,2017
843,Telugu VES MA4,1983
844,English EUR VT9,1912
845,Nepali RWF HI3,1991
846,Tagalog RON SC1,1910
847,German GBP OH8,1971
848,Arabic XAF NC8,1900
849,Hakka NGN KY9,2007
850,French EUR CT10,1946
851,German BGN HI6,1983
852,Korean KHR SC10,1909
853,Japanese EUR CA3,1988
854,Marathi SSP AL10,2022
855,Hindi ANG CO4,1906
856,Russian PGK OK2,2019
857,Kazakh ARS OR5,2011
858,Zulu MMK AZ6,2002
859,Portuguese VES RI1,1962
860,Swedish GTQ DE10,1992
861,Portuguese XOF AR1,1924
862,Italian FKP ME2,1991
863,Hakka MYR WV6,1953
864,Swedish EUR NY7,1981
865,Romanian EUR NV4,2008
866,Javanese MRU CT8,1972
867,Hindi NZD NY5,1909
868,Romanian STN DE2,1949
869,Marathi SYP VA10,1907
870,Nepali EUR OH6,1972
871,Dutch EUR OH3,1973
872,Kazakh ZAR TN10,1939
873,Swedish MAD AL2,1979
874,Tagalog EUR HI8,1922
875,German UYW HI3,1904
876,Marathi BOV GA10,1991
877,Hindi EUR OR9,1987
878,Javanese XCD IL5,1912
879,Zulu XAF NY10,1950
880,Romanian EUR CA5,1903
881,German NGN MA1,1970
882,Arabic GBP OR6,1935
883,German DKK IL4,1936
884,Marathi NZD KS9,1973
885,English GIP AR8,1938
886,Javanese KES IN10,2020
887,Hindi LRD MI9,1995
888,Telugu BOB VA1,1970
889,Kazakh XPF AZ8,1982
890,Italian VND WI1,1962
891,Swedish ETB ME9,2017
892,Javanese LRD OR10,2004
893,Hakka EUR AR3,1915
894,Hindi EUR CA4,1939
895,Hindi DOP MD2,2013
896,French MKD HI4,1951
897,French LSL CT9,1990
898,Dutch ZAR OK2,1974
899,Hindi EUR PA3,1976
900,Tagalog BOV VA2,1919
901,Dutch CVE ND8,1975
902,Russian AMD IN6,1960
903,Italian LAK RI2,2014
904,Javanese AZN PA4,1961
905,Dutch TWD MO9,1985
